,id,name,description,xrefs,wikidata_id,wikidata_label,wikidata_description
692,CL_0001023,"Kit-positive, CD34-positive common myeloid progenitor","A common myeloid progenitor that is Kit-positive and CD34-positive, Il7ra-negative, and is SCA1-low and Fcgr2-low and Fcgr3-low.",,NONE,NONE,NONE
694,CL_0001025,"Kit-positive, Sca1-positive common lymphoid progenitor","A common lymphoid progenitor that is Kit-low, FLT3-positive, IL7ralpha-positive, and SCA1-low.",,NONE,NONE,NONE
695,CL_0001026,"CD34-positive, CD38-positive common myeloid progenitor","A common myeloid progenitor that is CD34-positive, CD38-positive, IL3ra-low, CD10-negative, CD7-negative, CD45RA-negative, and IL-5Ralpha-negative.",,NONE,NONE,NONE
696,CL_0001027,CD7-negative lymphoid progenitor cell,"CD7-negative lymphoid progenitor cell is a lymphoid progenitor cell that is CD34-positive, CD7-negative and CD45RA-negative.",,NONE,NONE,NONE
697,CL_0001028,CD7-positive lymphoid progenitor cell,"CD7-positive lymphoid progenitor cell is a lymphoid progenitor cell that is CD34-positive, CD7-positive and is CD45RA-negative.",,NONE,NONE,NONE
700,CL_0001032,cortical granule cell,Granule cell that is part of the cerebral cortex.,,NONE,NONE,NONE
702,CL_0001034,cell in vitro,A cell that is maintained or propagated in a controlled artificial environment for use in an investigation.,,Q27711382,In Vitro Cellular & Developmental Biology,scientific journal
706,CL_0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell","A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",,NONE,NONE,NONE
708,CL_0001043,"activated CD4-positive, alpha-beta T cell, human","A recently activated CD4-positive, alpha-beta T cell with the phenotype HLA-DRA-positive, CD38-positive, CD69-positive, CD62L-negative, CD127-negative, and CD25-positive.",,NONE,NONE,NONE
709,CL_0001044,"effector CD4-positive, alpha-beta T cell","A CD4-positive, alpha-beta T cell with the phenotype CCR7-negative, CD45RA-positive.",,NONE,NONE,NONE
710,CL_0001045,naive CCR4-positive regulatory T cell,"A naive regulatory T cell with the phenotype CD4-positive, CD25-positive, CD127lo, CCR4-positive, and CD45RO-negative.",,NONE,NONE,NONE
711,CL_0001046,memory CCR4-positive regulatory T cell,"A memory regulatory T cell with phenotype CD4-positive, CD25-positive, CD127lo, CCR4-positive, and CD45RO-positive.",,NONE,NONE,NONE
712,CL_0001047,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell","A CD4-positive, CD25-positive, alpha-beta regulatory T cell with the additional phenotype CCR4-positive.",,NONE,NONE,NONE
713,CL_0001048,"activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human","A CD4-positive, CD25-positive, CCR4-positive, alpha-beta T regulatory cell with the phenotype HLA-DRA-positive, indicating recent activation.",,NONE,NONE,NONE
714,CL_0001049,"activated CD8-positive, alpha-beta T cell, human","A recently activated CD8-positive, alpha-beta T cell with the phenotype HLA-DRA-positive, CD38-positive, CD69-positive, CD62L-negative, CD127-negative, CCR7-negative, and CD25-positive.",,NONE,NONE,NONE
715,CL_0001050,"effector CD8-positive, alpha-beta T cell","A CD8-positive, alpha-beta T cell with the phenotype CCR7-negative, CD45RA-positive.",,NONE,NONE,NONE
716,CL_0001051,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell","A CD4-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",,NONE,NONE,NONE
717,CL_0001052,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell","A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",,NONE,NONE,NONE
718,CL_0001053,IgD-negative memory B cell,A memory B cell that lacks expression of surface IgD.,,NONE,NONE,NONE
720,CL_0001055,"CD14-positive, CD16-low monocyte",An intermediate monocyte that is CD14-positive and with low amounts of CD16.,,NONE,NONE,NONE
722,CL_0001057,"myeloid dendritic cell, human",A myeloid dendritic cell with the phenotype HLA-DRA-positive.,,NONE,NONE,NONE
724,CL_0001059,"common myeloid progenitor, CD34-positive","A progenitor cell committed to myeloid lineage, including the megakaryocyte and erythroid lineages. These cells are CD34-positive, and express Gata1, Gata2, C/EBPa, and Pu.1.",,NONE,NONE,NONE
725,CL_0001060,"hematopoietic oligopotent progenitor cell, lineage-negative",A hematopoietic oligopotent progenitor cell that has the ability to differentiate into limited cell types but lacks lineage cell markers and self renewal capabilities. Cell lacks hematopoeitic lineage markers.,,NONE,NONE,NONE
726,CL_0001061,abnormal cell,A cell found in an organism or derived from an organism exhibiting a phenotype that deviates from the expected phenotype of any native cell type of that organism. Abnormal cells are typically found in disease states or disease models.,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12913,Q70077687,abnormal erythrocyte,cell type
727,CL_0001062,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated","A CD8-positive, alpha beta memory T cell with the phenotype CD45RA-positive, CD45RO-negative, and CCR7-negative.",,NONE,NONE,NONE
728,CL_0001063,neoplastic cell,"An abnormal cell exhibiting dysregulation of cell proliferation or programmed cell death and capable of forming a neoplasm, an aggregate of cells in the form of a tumor mass or an excess number of abnormal cells (liquid tumor) within an organism.",https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12922,Q5121689,circulating tumor cell,in the blood
729,CL_0001064,malignant cell,A neoplastic cell that is capable of entering a surrounding tissue,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C12917,Q6806162,mediastinal malignant germ cell tumor,Human disease
731,CL_0001066,"erythroid progenitor cell, mammalian",A progenitor cell committed to the erythroid lineage. This cell is ter119-positive but lacks expression of other hematopoietic lineage markers (lin-negative).,BTO:0004911,NONE,NONE,NONE
733,CL_0001068,ILC1,A group 1 innate lymphoid cell that is non-cytotoxic.,,Q113546409,human ILC1,cell type found in Homo sapiens
736,CL_0001071,group 3 innate lymphoid cell,An innate lymphoid cell that constituitively expresses RORgt and is capable of expressing IL17A and/or IL-22.,,NONE,NONE,NONE
737,CL_0001072,"CD34-negative, CD117-positive innate lymphoid cell, human","An innate lymphoid cell in the human with the phenotype CD34-negative, CD117-positive, and a precusor to NK cells, ILC2 cells, and ILC3 cells.",,NONE,NONE,NONE
738,CL_0001073,"CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human","An innate lymphoid cell in the human with the phenotype CD34-negative, CD56-positive, CD117-positive.Thie cell type may include precusors to NK cells and ILC3 cells.",,NONE,NONE,NONE
739,CL_0001074,"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human","An innate lymphoid cell precursor in the human with the phenotype CD34-positive, CD56-positive, CD117-positive.Thie cell type may include precusors to NK cells and ILC3 cells.",,NONE,NONE,NONE
741,CL_0001076,"NKp46-positive innate lymphoid cell, human",An innate lymphoid cell in the human with the phenotype NKp46-positive that is a precusor for NK cells and ILC3 cells.,,NONE,NONE,NONE
743,CL_0001078,"group 3 innate lymphoid cell, human",A group 3 innate lymphoid cell in the human with the phenotype IL-7Ralpha-positive.,,NONE,NONE,NONE
745,CL_0001080,"NKp44-negative group 3 innate lymphoid cell, human","A group 3 innate lymphoid cell in the human with the phenotype IL-7Ralpha-positive, and NKp44-negative.",,NONE,NONE,NONE
746,CL_0001081,"group 2 innate lymphoid cell, human","A group 2 innate lymphoid cell in the human with the phenotype CD25-positive, CD127-positive, CD161-positive, and GATA-3-positive.",,Q100137209,Magnification of Asthma by human memory Group 2 Innate lymphoid Cells,EU Funded (H2020) Research Project
747,CL_0001082,immature innate lymphoid cell,An innate lyphoid cell with an immature phenotype.,,NONE,NONE,NONE
748,CL_0001087,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated","A CD4-positive, alpha beta memory T cell with the phenotype CD45RA-positive, CD45RO-negative, and CCR7-negative.",,NONE,NONE,NONE
749,CL_0001200,"lymphocyte of B lineage, CD19-positive",A lymphocyte of B lineage that is CD19-positive.,,NONE,NONE,NONE
750,CL_0001201,"B cell, CD19-positive",A B cell that is CD19-positive.,,NONE,NONE,NONE
751,CL_0001202,CD86-positive plasmablast,A plasmablast that is CD86-positive.,,NONE,NONE,NONE
752,CL_0001203,"CD8-positive, alpha-beta memory T cell, CD45RO-positive","A CD8-positive, alpha-beta T cell with memory phenotype indicated by being CD45RO and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",,NONE,NONE,NONE
753,CL_0001204,"CD4-positive, alpha-beta memory T cell, CD45RO-positive","CD4-positive, alpha-beta long-lived T cell with the phenotype CD45RO-positive and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",,NONE,NONE,NONE
754,CL_0002000,Kit-positive erythroid progenitor cell,"An erythroid progenitor cell is Kit-positive, Ly6A-negative, CD41-negative, CD127-negative, and CD123-negative. This cell type is also described as being lin-negative, Kit-positive, CD150-negative, CD41-negative, CD105-positive, and FcgR-negative.",,NONE,NONE,NONE
755,CL_0002001,"CD34-positive, CD38-positive granulocyte monocyte progenitor","A granulocyte monocyte progenitor is CD34-positive, CD38-positive, IL-3receptor-alpha-positive and is CD45RA-negative.",,NONE,NONE,NONE
756,CL_0002002,Kit-positive granulocyte monocyte progenitor,"A granulocyte monocyte progenitor that is Kit-positive, CD34-positive, Fc-gamma receptor II/II-positive, and is Sca-1-negative, Il7ra-negative, Cxc3r1-negative, and CD90-negative.",,NONE,NONE,NONE
757,CL_0002003,"CD34-positive, GlyA-negative erythroid progenitor cell",An erythroid progenitor cell that is CD34-positive and is GlyA-negative.,FMA:83517,NONE,NONE,NONE
760,CL_0002006,"Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell","A megakaryocyte erythroid progenitor cell that is Kit-positive and is Sca1-negative, CD34-negative, CD90-negative, IL7r-alpha-negative and Fcgr II/III-low.",,NONE,NONE,NONE
761,CL_0002007,"Kit-low, CD34-positive eosinophil progenitor cell","A lineage marker-negative, CD34-positive, IL5r-alpha-positive, and Sca1-negative eosinophil progenitor cell.",,NONE,NONE,NONE
762,CL_0002008,"CD34-positive, CD38-positive eosinophil progenitor cell","A lineage marker-negative, CD34-positive, CD38-positive, IL3r-alpha-positive, IL5r-alpha-positive, and CD45RA-negative eosinophil progenitor cell.",,NONE,NONE,NONE
763,CL_0002009,macrophage dendritic cell progenitor,"A progenitor cell that can give rise to plasmacytoid and myeloid dendritic cells, and to monocytes and macrophages.",,NONE,NONE,NONE
764,CL_0002010,pre-conventional dendritic cell,"A lin-negative, MHC-II-negative, CD11c-positive, FLT3-positive cell with intermediate expression of SIRP-alpha.",,NONE,NONE,NONE
765,CL_0002011,Kit-positive macrophage dendritic cell progenitor,"A progenitor cell that can give rise to plasmacytoid and myeloid dendritic cells, and to monocytes and macrophages. Marker for this cell is Kit-high, CD115-positive, CD135-positive, Cx3cr1-positive, and is Il7ra-negative.",,NONE,NONE,NONE
766,CL_0002012,Kit-low proerythroblast,"A proerythoblast that is Kit-low, Lyg76-positive, and CD71-positive.",,NONE,NONE,NONE
767,CL_0002013,GlyA-positive basophillic erythroblast,A basophilic erythroblast that is GlyA-positive.,,NONE,NONE,NONE
768,CL_0002014,"Kit-negative, Ly-76 high basophilic erythroblast",A basophilic erythroblast that is Lyg 76-high and is Kit-negative.,,NONE,NONE,NONE
769,CL_0002015,"Kit-negative, Ly-76 high polychromatophilic erythroblast",A polychromatophilic erythroblast that is Lyg 76-high and is Kit-negative.,,NONE,NONE,NONE
770,CL_0002016,"CD71-low, GlyA-positive polychromatic erythroblast",A polychromatiic erythroblast that is Gly-A-positive and CD71-low.,,NONE,NONE,NONE
771,CL_0002017,"Kit-negative, Ly-76 high orthochromatophilic erythroblasts","An orthochromatophilic erythroblast that is ter119-high, CD71-low, and Kit-negative.",,NONE,NONE,NONE
772,CL_0002018,"CD71-negative, GlyA-positive orthochromatic erythroblast",An erythroblast that is GlyA-positive and CD71-negative.,,NONE,NONE,NONE
773,CL_0002019,Ly-76 high reticulocyte,A reticulocyte that is Ly76-high and is Kit-negative.,,NONE,NONE,NONE
774,CL_0002020,GlyA-positive reticulocytes,A reticulocyte that is GlyA-positive.,,NONE,NONE,NONE
775,CL_0002021,GlyA-positive erythrocyte,An enucleate erythrocyte that is GlyA-positive.,,NONE,NONE,NONE
776,CL_0002022,Ly-76 high positive erythrocyte,An enucleate erythrocyte that is Lyg-76-high.,,NONE,NONE,NONE
777,CL_0002023,"CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell","A megakaroycotye progenitor cell that is CD34-positive, CD41-positive and CD42-positive on the cell surface.",,NONE,NONE,NONE
778,CL_0002024,Kit-positive megakaryocyte progenitor cell,"A megakaryocyte progenitor cell that is Kit-positive, CD41-positive, CD9-positive, Sca-1-negative, IL7ralpha-negative, CD150-negative, and Fcgamma receptor II/III-low.",,NONE,NONE,NONE
779,CL_0002025,"CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell","A megakaryocyte progenitor cell that is CD34-positive, CD41-positive, and CD42-negative.",,NONE,NONE,NONE
780,CL_0002026,"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell","A megakaryocyte progenitor cell that is CD34-negative, CD41-positive and CD42-positive.",,NONE,NONE,NONE
781,CL_0002027,"CD9-positive, CD41-positive megakaryocyte cell",A megakaryocyte cell with is CD9-positive and CD41-positive.,,NONE,NONE,NONE
782,CL_0002028,basophil mast progenitor cell,"A cell type that can give rise to basophil and mast cells. This cell is CD34-positive, CD117-positive, CD125-positive, FceRIa-negative, and T1/ST2-negative, and expresses Gata-1, Gata-2, C/EBPa",,NONE,NONE,NONE
783,CL_0002029,Fc-epsilon RIalpha-low mast cell progenitor,"A lineage-negative, Kit-positive, CD45-positive mast cell progenitor that is Fc-epsilon RIalpha-low.",,NONE,NONE,NONE
784,CL_0002030,Fc-epsilon RIalpha-high basophil progenitor cell,"A lineage negative, Sca1-negative basophil progenitor cell that is Fc epsilon RIalpha-high.",,NONE,NONE,NONE
785,CL_0002031,hematopoietic lineage restricted progenitor cell,A hematopoietic progenitor cell that is capable of developing into only one lineage of hematopoietic cells.,,NONE,NONE,NONE
786,CL_0002032,hematopoietic oligopotent progenitor cell,A hematopoietic oligopotent progenitor cell that has the ability to differentiate into limited cell types but lacks lineage cell markers and self renewal capabilities.,,NONE,NONE,NONE
787,CL_0002033,short term hematopoietic stem cell,"A hematopoietic stem cell capable of rapid replenishment of myeloerythroid progenitors and limited self renewal capability. This cell is Kit-positive, Sca1-positive, CD34-positive, CD150-positive, and is Flt3-negative.",,NONE,NONE,NONE
788,CL_0002034,long term hematopoietic stem cell,"A hematopoietic stem cell with long term self renewal capability. This cell is Kit-positive, Sca1-positive, CD150-positive, CD90-low, CD34-negative and Flt3-negative.",,NONE,NONE,NONE
791,CL_0002037,"CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell","Intraepithelial T cells with a memory phenotype of CD2-positive, CD5-positive, and CD44-positive.",,NONE,NONE,NONE
793,CL_0002039,immature NK T cell stage I,"A CD24-high, CD4-low, CD8-low, CD44-negative, NK1.1-negative NK T cell.",,NONE,NONE,NONE
794,CL_0002040,immature NK T cell stage II,"A CD24-low, CD44-negative, NK1.1-negative NK T cell.",,NONE,NONE,NONE
795,CL_0002041,immature NK T cell stage III,"A CD24-low, CD44-positive, DX5-low, NK1.1-negative NK T cell.",,NONE,NONE,NONE
796,CL_0002042,immature NK T cell stage IV,"A CD24-low, CD44-positive, DX5-high, NK1.1-negative NK T cell.",,NONE,NONE,NONE
797,CL_0002043,"CD34-positive, CD38-negative multipotent progenitor cell","A hematopoietic multipotent progenitor cell that is CD34-positive, CD38-negative, CD45RA-negative, and CD90-negative.",,NONE,NONE,NONE
798,CL_0002044,"Kit-positive, integrin beta7-high basophil mast progenitor cell","A basophil mast progenitor cell that is Beta-7 integrin-high, Kit-positive FcRgammaII/III-positive and Sca1-negative.",,NONE,NONE,NONE
799,CL_0002045,fraction A pre-pro B cell,"A pro-B cell that is CD45R/B220-positive, CD43-positive, HSA-low, BP-1-negative and Ly6c-negative. This cell type is also described as being lin-negative, AA4-positive, Kit-positive, IL7Ra-positive and CD45R-positive.",,NONE,NONE,NONE
801,CL_0002047,fraction B precursor B cell,"A precursor B cell that is CD45RA-positive, CD43-positive, CD24-positive and BP-1-negative.",,NONE,NONE,NONE
802,CL_0002048,late pro-B cell,"A pre-B cell precursor is CD19-low, CD22-positive , CD34-positive, CD38-positive.",,NONE,NONE,NONE
803,CL_0002049,fraction C precursor B cell,"A precursor B cell that is CD45R-positive, CD43-positive, CD24-positive, and BP-positive. Intracellularly expression of surrogate light chain, Rag1 and Rag2, TdT, occurs while there is no expression of mu heavy chain.",,NONE,NONE,NONE
804,CL_0002050,fraction C' precursor B cell,"A pre-BCR-positive precursor B cell that is CD24-high, CD25-positive, CD43-positive, CD45R-positive and BP-positive.",,NONE,NONE,NONE
805,CL_0002051,CD38-high pre-BCR positive cell,A pre-BCR positive B cell that is CD38-high.,,NONE,NONE,NONE
806,CL_0002052,fraction D precursor B cell,"A pre-B cell that is pre-BCR-negative, and the kappa- and lambda- light immunoglobulin light chain-negative, CD43-low, and is BP-1-positive, CD45R-positive and CD25-positive. This cell type is also described as being AA4-positive, IgM-negative, CD19-positive, CD43-low/negative, and HSA-positive.",,NONE,NONE,NONE
807,CL_0002053,"CD22-positive, CD38-low small pre-B cell",A small pre-B cell that is CD22-positive and CD38-low.,,NONE,NONE,NONE
808,CL_0002054,fraction E immature B cell,"An immature B cell that is IgM-positive, CD45R-positive, CD43-low, CD25-negative, and CD127-negative. This cell type has also been described as being AA4-positive, IgM-positive, CD19-positive, CD43-low/negative, and HSA-positive.",,NONE,NONE,NONE
809,CL_0002055,CD38-negative immature B cell,"An immature B cell that is CD38-negative, CD10-low, CD21-low, and CD22-high.",,NONE,NONE,NONE
810,CL_0002056,fraction F mature B cell,"A mature B cell subset originally defined as having being CD45R-positive, IgM-positive, IgD-positive and CD43-negative. Subsequent research demonstrated being CD21-positive and CD23-negative and CD93 negative.",,NONE,NONE,NONE
811,CL_0002057,"CD14-positive, CD16-negative classical monocyte","A classical monocyte that is CD14-positive, CD16-negative, CD64-positive, CD163-positive.",,NONE,NONE,NONE
813,CL_0002059,CD8alpha-positive thymic conventional dendritic cell,A conventional thymic dendritic cell that is CD8alpha-positive.,,NONE,NONE,NONE
814,CL_0002060,melanophage,A melanin-containing macrophage that obtains the pigment by phagocytosis of melanosomes.,,NONE,NONE,NONE
815,CL_0002061,T-helper 9 cell,A T-helper cell that is characterized by secreting interleukin 9 and responding to helminth infections. This cell-type can derives from Th2 cells in the presence of TGF-beta and IL-4. Th2 cytokine production is surpressed.,,NONE,NONE,NONE
828,CL_0002075,brush cell of trachebronchial tree,"Infrequent type of columnar epithelial cell. This cell is characterized by the presence of a tuft of blunt, squat microvilli (approximately 120-140/cell) on the cell surface. The microvilli contain filaments that stretch into the underlying cytoplasm. They have a distinctive pear shape with a wide base and a narrow microvillous apex. Function not known.",,NONE,NONE,NONE
842,CL_0002089,"group 2 innate lymphoid cell, mouse","A group 2 innate lymphoid cell in the mouse capable of secreting IL-13 in response to a helminth infection. This cell is lineage-negative, ICOS-positive, IL1RL1-positive, IL7Ralpha-positive, and IL17Br-positive.",,NONE,NONE,NONE
854,CL_0002101,CD38-positive naive B cell,"A CD38-positive naive B cell is a mature B cell that has the phenotype CD38-positive, surface IgD-positive, surface IgM-positive, and CD27-negative, and that has not yet been activated by antigen in the periphery.",,NONE,NONE,NONE
855,CL_0002102,CD38-negative naive B cell,"A CD38-negative naive B cell is a mature B cell that has the phenotype CD38-negative, surface IgD-positive, surface IgM-positive, and CD27-negative, that has not yet been activated by antigen in the periphery.",,NONE,NONE,NONE
856,CL_0002103,IgG-positive double negative memory B cell,"An IgG-positive double negative memory B cell is a double negative memory B cell with the phenotype IgG-positive, IgD-negative, and CD27-negative.",,NONE,NONE,NONE
857,CL_0002104,IgG-negative double negative memory B cell,"An IgG-negative double negative memory B cell is a double negative memory B cell with the phenotype IgG-negative, IgD-negative, and CD27-negative.",,NONE,NONE,NONE
858,CL_0002105,CD38-positive IgG memory B cell,A CD38-positive IgG memory B cell is a class switched memory B cell that expresses IgG on the cell surface with the phenotype CD38-positive and IgG-positive.,,NONE,NONE,NONE
859,CL_0002106,IgD-positive CD38-positive IgG memory B cell,"An IgD-positive CD38-positive IgG memory B cell is a CD38-positive IgG-positive class switched memory B cell that has class switched and expresses IgD on the cell surface with the phenotype IgD-positive, CD38-positive, and IgG-positive.",,NONE,NONE,NONE
860,CL_0002107,IgD-negative CD38-positive IgG memory B cell,"An IgD-negative CD38-positive IgG memory B cell is a CD38-positive IgG-positive that has class switched and lacks expression of IgD on the cell surface with the phenotype IgD-negative, CD38-positive, and IgG-positive.",,NONE,NONE,NONE
861,CL_0002108,CD38-negative IgG memory B cell,"A CD38-negative IgG memory B cell is a IgG-positive class switched memory B cell that has class switched and expresses IgG on the cell surface with the phenotype CD38-negative, IgD-negative, and IgG-positive.",,NONE,NONE,NONE
862,CL_0002109,B220-positive CD38-positive naive B cell,"A B220-positive CD38-positive naive B cell is a CD38-positive naive B cell that has the phenotype B220-positive, CD38-positive, surface IgD-positive, surface IgM-positive, and CD27-negative, and that has not yet been activated by antigen in the periphery.",,NONE,NONE,NONE
863,CL_0002110,B220-low CD38-positive naive B cell,"A B220-low CD38-positive naive B cell is a CD38-positive naive B cell that has the phenotype B220-low, CD38-positive, surface IgD-positive, surface IgM-positive, and CD27-negative, that has not yet been activated by antigen in the periphery.",,NONE,NONE,NONE
864,CL_0002111,CD38-negative unswitched memory B cell,"An CD38-negative unswitched memory B cell is an unswitched memory B cell that has the phenotype CD38-negative, IgD-positive, CD138-negative, and IgG-negative.",,NONE,NONE,NONE
865,CL_0002112,B220-positive CD38-negative unswitched memory B cell,"A B220-positive CD38-negative unswitched memory B cell is a CD38-negative unswitched memory B cell that has the phenotype B220-positive, CD38-negative, IgD-positive, CD138-negative, and IgG-negative.",,NONE,NONE,NONE
866,CL_0002113,B220-low CD38-negative unswitched memory B cell,"A B220-low CD38-negative unswitched memory B cell is a CD38-negative unswitched memory B cell that has the phenotype B220-low, CD38-negative, IgD-positive, CD138-negative, and IgG-negative.",,NONE,NONE,NONE
867,CL_0002114,CD38-positive unswitched memory B cell,"A CD38-positive unswitched memory B cell is an unswitched memory B cell that has the phenotype CD38-positive, IgD-positive, CD138-negative, and IgG-negative.",,NONE,NONE,NONE
868,CL_0002115,B220-positive CD38-positive unswitched memory B cell,"A B220-positive CD38-positive unswitched memory B cell is a CD38-positive unswitched memory B cell that has the phenotype B220-positive, CD38-positive, IgD-positive, CD138-negative, and IgG-negative.",,NONE,NONE,NONE
869,CL_0002116,B220-low CD38-positive unswitched memory B cell,"A B220-low CD38-positive unswitched memory B cell is a CD38-positive unswitched memory B cell that has the phenotype B220-low, CD38-positive, IgD-positive, CD138-negative, and IgG-negative.",,NONE,NONE,NONE
870,CL_0002117,IgG-negative class switched memory B cell,A class switched memory B cell that lacks IgG on the cell surface.,,NONE,NONE,NONE
871,CL_0002118,CD38-negative IgG-negative class switched memory B cell,A CD38-negative IgG-negative memory B cell is a IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD38-negative and IgG-negative.,,NONE,NONE,NONE
872,CL_0002119,CD38-positive IgG-negative class switched memory B cell,A CD38-positive IgG-negative memory B cell is an IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD38-positive and IgG-negative.,,NONE,NONE,NONE
873,CL_0002120,CD24-positive CD38-negative IgG-negative class switched memory B cell,"An CD24-positive CD38-negative IgG-negative memory B cell is a CD38-negative IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD24-positive, CD38-negative, and IgG-negative.",,NONE,NONE,NONE
874,CL_0002121,CD24-negative CD38-negative IgG-negative class switched memory B cell,"A CD24-negative CD38-negative IgG-negative memory B cell is a CD38-negative IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype CD24-negative, CD38-negative, and IgG-negative.",,NONE,NONE,NONE
875,CL_0002122,B220-positive CD38-positive IgG-negative class switched memory B cell,"A B220-positive CD38-positive IgG-negative memory B cell is a CD38-positive IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype B220-positive, CD38-positive, and IgG-negative.",,NONE,NONE,NONE
876,CL_0002123,B220-low CD38-positive IgG-negative class switched memory B cell,"A B220-low CD38-positive IgG-negative memory B cell is a CD38-positive IgG-negative class switched memory B cell that lacks IgG on the cell surface with the phenotype B220-low, CD38-positive, and IgG-positive.",,NONE,NONE,NONE
877,CL_0002124,CD27-positive gamma-delta T cell,A circulating gamma-delta T cell that is CD27-positive and capable of producing IFN-gamma.,,NONE,NONE,NONE
878,CL_0002125,CD27-negative gamma-delta T cell,"A circulating gamma-delta T cell that expresses RORgamma(t), is CD27-negative and is capable of IL-17 secretion.",,NONE,NONE,NONE
879,CL_0002126,"CD25-positive, CD27-positive immature gamma-delta T cell","A CD25-positive, CD27-positive immature gamma-delta T cell found in the thymus that has an immature phenotype (i.e. CD24-high, CD25-high, CD62L-high, CD44-high, CD2-low, CD5-low).",,NONE,NONE,NONE
881,CL_0002128,Tc17 cell,"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",,NONE,NONE,NONE
912,CL_0002160,basal external epithelial cell of tympanic membrane,A cell type found in the basal epithelial layer on the external side of the tympanic membrane. Cell type is flattened with intracellular spaces of variable dimensions.,,NONE,NONE,NONE
913,CL_0002161,superficial external epithelial cell of tympanic membrane,A cell type found on the superficial layer of the external side of the tympanic membrane. This cell-type lacks a nucleus.,,NONE,NONE,NONE
922,CL_0002170,keratinized cell of the oral mucosa,A keratinized cell located in the hard palate or gingiva.,,NONE,NONE,NONE
951,CL_0002201,renal beta-intercalated cell,A renal intercalated cell that secretes base and reabsorbs acid in the distal segments of the kidney tubule to maintain acid/base balance.,,NONE,NONE,NONE
968,CL_0002218,immature dendritic epithelial T cell precursor,"A double negative thymocyte that has a T cell receptor consisting of a gamma chain that has as part a Vgamma3 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive. This cell-type is found in the fetal thymus with highest numbers occurring at E17-E18.",,NONE,NONE,NONE
969,CL_0002219,anchoring trophoblast,A trophoblast found at the junction of the placenta. This cell type makes a unique fibronectin-trophouteronectin junction that helps mediate attachment of the placenta to the uterus. This cell type is also found junction of the chorion layer of the external membranes and the decidua.,,NONE,NONE,NONE
999,CL_0002251,epithelial cell of alimentary canal,An epithelial cell of the musculomembranous digestive tube extending from the mouth to the anus.,,NONE,NONE,NONE
1014,CL_0002266,type D cell of small intestine,A type D cell of the small intestine.,FMA:268736,NONE,NONE,NONE
1017,CL_0002269,vasoactive intestinal peptide secreting cell,An endocrine cell that secretes vasoactive intestinal peptide.,,NONE,NONE,NONE
1020,CL_0002272,motilin secreting cell,"A cell that secretes motilin, a gastric hormone that at low pH inhibits gastric motor activity, whereas at high pH has a stimulating effect.",,NONE,NONE,NONE
1047,CL_0002300,type-7 epithelial cell of thymus,"A small medullary thymic epithelial cell with a spindle shape, often arranged in groups and connected to each other by large desmosomes and interdigitations. The cytoplasm is sparse, with scanty organelles and thick bundles of cytokeratin.",,NONE,NONE,NONE
1054,CL_0002307,brush border cell of the proximal tubule,A brush border epithelial cell located in the proximal tubule of the kidney that detects fluid flow.,,NONE,NONE,NONE
